Datetime,Text,Username,
2015-12-09 01:14:09+00:00,@Andrew_Morgan @truecostmovie @marksandspencer ?ëè?èª?ëè?èª?ëè?èª?ëè?èª?ëè?èª?ëè?èª?ëè?èª?ëè?èª?ëè?èª?ëè?èª?ëè?èª?ëè?èª?ëè?èª?ëè?èª?ëè?èª?ëè?èª?ëè?èª?ëè?èª?ëè?èª?ëè?èª https://t.co/wSpMzWQ8qr,EmmaWatson,
2015-12-08 21:15:52+00:00,@lukejwindsor ?òò,EmmaWatson,
2015-12-08 21:10:29+00:00,Watch here: https://t.co/s7hTftc3Tn or on @netflix,EmmaWatson,
2015-12-08 21:09:15+00:00,Love her- Privilege to host @truecostmovie screening with @liviafirth @Andrew_Morgan&amp; @lucysiegle. AvailNow #Mustsee https://t.co/cZENlca99w,EmmaWatson,
2015-12-05 21:46:02+00:00,https://t.co/gS4aG0eaLO,EmmaWatson,
2015-12-05 19:47:55+00:00,@PORTERmagazine Thank you so much for having me on your cover and included amongst so many incredible women. ?í™?èª?òç https://t.co/J3x2TcP9wM,EmmaWatson,
2015-12-04 14:10:14+00:00,THANK GOODNESS. ?òç https://t.co/7xt2yWZyQn - watch the video! So good ?§Ô∏è,EmmaWatson,
2015-11-25 13:47:54+00:00,25Nov is Int?ôl Day to End Violence against Women! @UN_Women calls to #orangetheworld: https://t.co/m7ZQWfFyJz #16days,EmmaWatson,
2015-11-18 12:56:49+00:00,If you haven't heard @lenadunham 's #WomenoftheHour yet - its wonderful https://t.co/GXCNyYwkLQ First episode is my favourite.,EmmaWatson,
2015-11-18 11:24:21+00:00,Rookieyearbook4 has everything from how to make fake fur sandals to college applications. Made by girls 4 girls.?§Ô∏è https://t.co/qLxsRkcqdp,EmmaWatson,
2015-11-18 11:12:29+00:00,@tavitulle @RookieMag I. AM. SO EXCITED that this is finally here. https://t.co/h0kGLljH58 ladies buy it now now now https://t.co/IXwB0pajR6,EmmaWatson,
2015-11-14 00:01:11+00:00,https://t.co/9aMF8oTvfY,EmmaWatson,
2015-11-13 23:48:38+00:00,#PrayingForParis,EmmaWatson,
2015-11-12 19:38:08+00:00,Please donate to #cureEB @SohanaResearchF - (NB: video contains graphic medical detail) https://t.co/ClbBc3QSV5 ?§Ô∏è https://t.co/ebTpV08Lwg,EmmaWatson,
2015-11-11 18:19:38+00:00,@VogueItalia https://t.co/0RqaOLY9j7,EmmaWatson,
2015-11-07 22:20:51+00:00,Pretty blown away by #AnnaCross. Ebola nurse + survivor. Wow. #FestivalofRemembranceService,EmmaWatson,
2015-11-07 22:09:26+00:00,@TimWattsMP @_pstewart @HeforShe haha,EmmaWatson,
2015-11-07 22:04:51+00:00,https://t.co/QfuQzusB3n better?,EmmaWatson,
2015-11-06 20:52:23+00:00,@ZiauddinY - Malala's father is the DEFINITION of a #heforshe if you haven't yet - check him out. Wow. X,EmmaWatson,
2015-11-06 20:44:05+00:00,Beautifully shot.. Intimate.. All those good things. If you've seen it already tell me your favourite parts! X #HeNamedMeMalala,EmmaWatson,
2015-11-06 20:43:21+00:00,"It's not just that I love Malala -the documentary is genuinely emotional, insightful, suspenseful, inspiring-  in and of itself.@MalalaFund",EmmaWatson,
2015-11-06 20:42:46+00:00,Who is going to see #HeNamedMeMalala this weekend?,EmmaWatson,
2015-11-06 13:25:25+00:00,"@VodafoneGroup has committed to getting 100,000 men to sign up for gender equality on https://t.co/vpBffFJktF #HeForShe AWESOME!! ?òÑx",EmmaWatson,
2015-11-05 14:20:14+00:00,"Why a gender balanced/50:50 government?""Because it's 2015!""Coolest thing I've seen in a while.?§Ô∏è U Canada. #Heforshe https://t.co/8bypuiBNMX",EmmaWatson,
2015-11-05 11:19:41+00:00,Honoured to interview Malala yesterday: https://t.co/1G83qjgvJn #notjustamovieamovement #HeNamedMeMalala @MalalaFund https://t.co/LVaKz2A60N,EmmaWatson,
2015-10-31 17:56:48+00:00,Happy Halloween #beautyandthebeast https://t.co/HDsWKojsQ2,EmmaWatson,
2015-10-24 09:08:07+00:00,I think I've played #Hello 30x plus times. @Adele thank you for being so generous with your heart and your talent. You absolute legend. X,EmmaWatson,
2015-10-16 10:36:46+00:00,@karengillan @jamesponsoldt don't go!!! X,EmmaWatson,
2015-10-13 20:02:28+00:00,"""I?ôm over trying to find the ?úadorable??way to state my opinion"".",EmmaWatson,
2015-10-13 19:50:35+00:00,O Jennifer Lawrence I love you so. X,EmmaWatson,
2015-10-09 18:08:22+00:00,@fernyruiz yes!,EmmaWatson,
2015-10-09 17:59:48+00:00,"Sorry I didn't get 2everyone,there were some great questions there.Thank u for being so supportive, as ever.I hope u enjoy @regressionmovie!",EmmaWatson,
2015-10-09 17:53:53+00:00,.@JohnBoyega I was thinking the same thing all of yesterday. Lets make this standard practice.,EmmaWatson,
2015-10-09 17:48:09+00:00,".@Justbeingela absolutely, I would love to do theatre!",EmmaWatson,
2015-10-09 17:45:39+00:00,.@emeraldsgreen I do love the scene where Bruce realises.... !!,EmmaWatson,
2015-10-09 17:42:03+00:00,".@emeraldsgreen I want as many people as possible to feel seen, heard and included in this movement. http://t.co/QHogOflPYn",EmmaWatson,
2015-10-09 17:25:16+00:00,@azkdwsizzy wow ! its amazing,EmmaWatson,
2015-10-09 17:16:19+00:00,.@iamemmawallace Why it was reported differently I am not sure.,EmmaWatson,
2015-10-09 17:16:08+00:00,.@iamemmawallace The week long meditation course I took was part of my yoga teaching certification happened months before and was unrelated,EmmaWatson,
2015-10-09 17:14:55+00:00,.@iamemmawallace. I have never spoken about my personal relationships and didn?ôt in the interview I think you are referencing.,EmmaWatson,
2015-10-09 17:10:56+00:00,@EmsWtsns http://t.co/3K2k41eu5M,EmmaWatson,
2015-10-09 16:50:29+00:00,@Fragile_Teacup @StephenChbosky I am pretty sure it will! We are working on trying to find the right project.,EmmaWatson,
2015-10-09 16:49:28+00:00,@katyblood @wakingupvegas Blank Space - Genius @taylorswift13,EmmaWatson,
2015-10-09 16:48:12+00:00,@xLoveIsDead Not my area of expertise ! Buenos Dias !,EmmaWatson,
2015-10-09 16:47:23+00:00,@DoThehippogrff ravi que vous etes la pour me soutenir avec mon nouveau film!! Merci pour tout!,EmmaWatson,
2015-10-09 16:44:00+00:00,@gubernardes97 @eimwatson I love it!,EmmaWatson,
2015-10-09 16:42:45+00:00,"@IanadeIreyj scary, exciting, mysterious",EmmaWatson,
2015-10-09 16:42:19+00:00,@ricardobconde @lovelyemslaugh yes : ),EmmaWatson,
2015-10-09 16:42:08+00:00,@StephieSolis It was hard at the beginning - It's been a long time since I last sung... But then I found my groove. : ),EmmaWatson,
2015-10-09 16:40:35+00:00,"@swiftmyuniverse We filmed in Buenos Aires ! I absolutely loved it there. Weather, food, people, music, dance.. everything about it",EmmaWatson,
2015-10-09 16:39:03+00:00,@lovelyemslaugh yes xx,EmmaWatson,
2015-10-09 16:38:39+00:00,@alwats001 Hermione. I knew the books inside out and related to her so strongly. x,EmmaWatson,
2015-10-09 16:37:54+00:00,@emiliclarke @cumbarbatch @emwatxon working on it with her too. : ),EmmaWatson,
2015-10-09 16:37:33+00:00,@emiliclarke @cumbarbatch @emwatxon about this movie because she did a psychology degree last year. she was so helpful! I really enjoyed wor,EmmaWatson,
2015-10-09 16:36:57+00:00,@emiliclarke @cumbarbatch @emwatxon exactly what her motives where and what experiences had formed her as a person. I talked to my mum a lot,EmmaWatson,
2015-10-09 16:36:05+00:00,@emiliclarke @cumbarbatch @emwatxon Angela was a small part and not much of her backstory was explained. I really had to try and figure out,EmmaWatson,
2015-10-09 16:33:40+00:00,@hermiwone He is wonderful to work with. Its why I did the movie.,EmmaWatson,
2015-10-09 16:33:27+00:00,@wastsons : ) It made me happy,EmmaWatson,
2015-10-09 16:27:02+00:00,@MathiiildeM yes!,EmmaWatson,
2015-10-09 16:25:40+00:00,@AgneseFacheris yes : ),EmmaWatson,
2015-10-09 16:25:04+00:00,@HeforShePL you're awesome,EmmaWatson,
2015-10-09 16:24:44+00:00,@HeforShePL so hard! they are all great!,EmmaWatson,
2015-10-09 16:24:06+00:00,@emmawatsondotpl a friend told me about it,EmmaWatson,
2015-10-09 16:23:25+00:00,@HarryPotterHQ Lyra - His Dark Materials,EmmaWatson,
2015-10-09 16:21:27+00:00,@scamandermind Grateful,EmmaWatson,
2015-10-09 16:20:50+00:00,@rarvencIaw when Alejandro and I climbed the CN tower together in Toronto!,EmmaWatson,
2015-10-09 16:20:16+00:00,@rarvencIaw Yes - I thought The Others was brilliant,EmmaWatson,
2015-10-09 16:19:11+00:00,@rarvencIaw Her home,EmmaWatson,
2015-10-09 16:17:49+00:00,@emilialarke @emiliclarke @emwatxon She was so complex,EmmaWatson,
2015-10-09 16:15:54+00:00,@phantronum East of Eden - John Steinbeck,EmmaWatson,
2015-10-09 16:14:53+00:00,@bealices @dejamser Its terrifying!,EmmaWatson,
2015-10-09 16:14:28+00:00,@zendevan The people I worked with on set. We were a family. I miss them! x,EmmaWatson,
2015-10-09 16:13:50+00:00,@emwatxon @emiliclarke white and blue!,EmmaWatson,
2015-10-09 16:13:35+00:00,@hogzmeade she was so mysterious to me,EmmaWatson,
2015-10-09 16:12:58+00:00,@netoalmonte It was so lovely to work with him as an adult! We talked in a completely different way.,EmmaWatson,
2015-10-09 16:11:41+00:00,@SalimAlSamar yes absolutely,EmmaWatson,
2015-10-09 16:11:30+00:00,@IamMarySuamen Hardest and best was my UN Speech,EmmaWatson,
2015-10-09 16:10:32+00:00,@justxmaisie Beautiful!!!!!! Thank you ! x,EmmaWatson,
2015-10-09 16:10:19+00:00,@jkpacto Thank you ! I did work with a dialect coach but I think having lived in the states helped too.,EmmaWatson,
2015-10-09 16:09:23+00:00,@somerhsario Alejandro,EmmaWatson,
2015-10-09 16:09:13+00:00,@brililoo with difficulty!,EmmaWatson,
2015-10-09 16:08:16+00:00,@nosprayberry @benzosdrug honesty,EmmaWatson,
2015-10-08 17:25:32+00:00,http://t.co/8l3ygA56S6,EmmaWatson,
2015-10-08 01:01:41+00:00,I just watched the full video of your speech.What an amazing public speaker you are.I am so very proud to call you my friend. @DouglasBooth,EmmaWatson,
2015-10-07 20:36:40+00:00,Hey! Please join me on Friday - i'll be doing a live Q and A! Come say hi! #AskEmma xx http://t.co/Vh1kRgDAx5,EmmaWatson,
2015-10-06 23:56:00+00:00,@sergio94catalan love this,EmmaWatson,
2015-10-06 23:42:21+00:00,River and Smooth Sailin' ?§Ô∏è?§Ô∏è?§Ô∏è #cominghome @leonbridges,EmmaWatson,
2015-10-06 23:33:47+00:00,"Can we take a minute to talk about how amazing @leonbridges album 'Coming Home' is? It's making my day, everyday getting ready for work.",EmmaWatson,
2015-10-06 21:35:14+00:00,I've been your fan ever since I saw @BeyondTheLights. I'm so honored you came and supported @HeforShe.Thank you xx ?§Ô∏è http://t.co/S6GhtDOIVU,EmmaWatson,
2015-10-06 14:04:00+00:00,@Est17Estrella thank you ! X,EmmaWatson,
2015-10-06 14:03:21+00:00,Yes. Yes it is. ?òÜ  @AmirTalai http://t.co/13XSZ2yRRu,EmmaWatson,
2015-10-05 21:33:16+00:00,@ELLEUK @LorraineELLE @BBCWomansHour Yes Elle! Go Lorraine Go! ?§Ô∏è?§Ô∏è?§Ô∏è?§Ô∏è?§Ô∏è,EmmaWatson,
2015-10-05 14:03:48+00:00,http://t.co/yQMXaUftEw ! Thank you Spain! X,EmmaWatson,
2015-10-02 22:46:29+00:00,@BFI Sight and Sound magazine - The Female Gaze - '100 overlooked films directed by women' is an awesome article. http://t.co/iitgp1palZ,EmmaWatson,
2015-10-01 17:09:57+00:00,O and how cool is my header ? #GetFreeUniversityTour #HeForShe,EmmaWatson,
2015-10-01 06:05:28+00:00,Unsurprisingly this made me pretty emotional. Robb Jennings. #NottinghamUniversity #HeForShe please watch. https://t.co/kxIvHtGEyq,EmmaWatson,
2015-09-30 19:53:31+00:00,This is making me so proud - please keep me updated. I'll be checking my notifications. #heforshe #GetFreeTourUK,EmmaWatson,
2015-09-29 19:26:11+00:00,"https://t.co/DfUVNcreQu First day of our inaugural HeForShe #GetFree University Tour. Leicester, England. What a start. Thank you xx",EmmaWatson,
2015-09-28 20:14:40+00:00,@SOLDMovie - a film about the unspeakable made watchable and understandable. #taughtnottrafficked,EmmaWatson,
2015-09-24 17:37:14+00:00,Such an amazing job has been done with this story. I genuinely recommend seeing it. ?ëå @MalalaFund #HeNamedMeMalala https://t.co/TG5UZyzbRF,EmmaWatson,
2015-09-24 13:05:46+00:00,"Tackling gender inequality could add $12TRILLION to world economy, study finds http://t.co/OhBjtzNJKF",EmmaWatson,
2015-09-21 22:29:28+00:00,I just checked my camera roll and realized I have 5 @tomhanks selfies on my phone?!! Is there a club I can join now?! #tomhanksselfielove,EmmaWatson,
2015-09-13 21:39:06+00:00,"Wish I could be at the #Colonia @TIFF_NET premiere tonight, can?ôt wait for everyone to see it!",EmmaWatson,
2015-09-13 04:23:26+00:00,"Exclusive photo from #Colonia, which has its World Premiere at @TIFF_NET tomorrow! http://t.co/opWjyeBe3j",EmmaWatson,
2015-09-13 00:23:27+00:00,In honour of NYFW I give you Karlie Kloss. https://t.co/qPWgZE7F25 love this girl-check out her youtube channel Klossy too @karliekloss,EmmaWatson,
2015-09-07 08:11:37+00:00,#refugeeswelcome,EmmaWatson,
2015-09-07 07:03:31+00:00,@karengillan @Deadline ?òä?ëè xx,EmmaWatson,
2015-09-07 06:58:40+00:00,Love when man and artist are as great as each other. #HeforShe http://t.co/Y0IXOlVcde,EmmaWatson,
2015-09-06 18:47:52+00:00,Came back to the world of technology by watching @e_nyamayaro 's Ted talk. I'm so proud to work know this woman!!!!?§Ô∏è?ëèhttp://t.co/wz6rWZxkcN,EmmaWatson,
2015-09-01 13:56:21+00:00,?ëè http://t.co/GP7g9Sc5FC,EmmaWatson,
2015-08-31 15:17:02+00:00,http://t.co/YmDtOiwEGP,EmmaWatson,
2015-08-30 18:14:45+00:00,@WeForSheArg You guys are incredible! The fact that you all became friends makes me SO happy!?òÉ ?§Ô∏è?§Ô∏è?§Ô∏è Thank You!Xx https://t.co/wB5MqhLDNL,EmmaWatson,
2015-08-27 16:00:51+00:00,Such a great experience with such a wonderful director. Thank you Alejandro Amenabar xxx #Regression #Madrid http://t.co/V1DJUZC3mo,EmmaWatson,
2015-08-23 16:21:48+00:00,@rowblanchard ?§Ô∏è?§Ô∏è?§Ô∏è?§Ô∏è?§Ô∏è,EmmaWatson,
2015-08-23 16:19:10+00:00,This is called 'hitting the nail on the head'. @rowblanchard http://t.co/xmqnmJktLf,EmmaWatson,
2015-08-21 19:40:40+00:00,?òä,EmmaWatson,
2015-08-21 17:45:04+00:00,@Malala Congratulations Malala! ?éâ,EmmaWatson,
2015-08-18 16:26:42+00:00,@KeeganHirst @HeforShe thank you for your support xx,EmmaWatson,
2015-08-18 16:25:52+00:00,@KeeganHirst what a hero. x,EmmaWatson,
2015-08-18 16:23:45+00:00,".... Physical courage is courage in the face of physical pain, hardship, death or threat of death,",EmmaWatson,
2015-08-18 16:23:13+00:00,"Courage is the choice and willingness to confront agony, pain, danger, uncertainty or intimidation.",EmmaWatson,
2015-08-18 13:15:50+00:00,Thank goodness. http://t.co/4WIuK8epsr,EmmaWatson,
2015-08-16 21:00:28+00:00,Happy Birthday @Evy_Lynch ?éâ?òç?§Ô∏è?éà?éÅ?íù xxxx,EmmaWatson,
2015-08-16 20:18:42+00:00,@lenadunham @people we got on that aggeesss ago : ) xx,EmmaWatson,
2015-08-15 14:11:11+00:00,http://t.co/WW8SzlzSQA - This just came to my attention. Thank you Linda Kelsey @Telegraph,EmmaWatson,
2015-08-15 07:32:09+00:00,Important : http://t.co/9KpYFheAbP,EmmaWatson,
2015-08-14 20:09:52+00:00,This article http://t.co/bsZZc2txQu outlines very well why this article: http://t.co/oWwv9g1eeG is so bloody brilliant. ?òç @StephenAtHome,EmmaWatson,
2015-08-14 09:22:06+00:00,Awesome @heforshe developments underway.... So good... I'm having a hard time keeping ?ôä,EmmaWatson,
2015-07-26 12:29:37+00:00,@BarackObama http://t.co/nUd2pYY65i,EmmaWatson,
2015-07-20 13:22:57+00:00,Our IMPACT 10x10x10 champion Arthur Peter Mutharika impacting and championing CHANGE #heforshe http://t.co/BfvrH8MA38 http://t.co/30K0liUPiC,EmmaWatson,
2015-07-20 12:51:54+00:00,http://t.co/BfvrH8MA38 thrilled to wake up today to this. #heforshe ?òä,EmmaWatson,
2015-07-16 18:15:21+00:00,@TheGlobalGoals Lets do it ?òÉ,EmmaWatson,
2015-07-16 17:43:51+00:00,Beautifully put by @scarlycurtis @TheGlobalGoals http://t.co/OdSIoiVBgs,EmmaWatson,
2015-07-16 12:43:54+00:00,http://t.co/mgcx3Hx6n4 ?ëç,EmmaWatson,
2015-07-16 09:37:57+00:00,@soni_jigna - Thank you ?§Ô∏è http://t.co/tZozj1aWyh,EmmaWatson,
2015-07-09 20:53:57+00:00,Happy Birthday @tomhanks ! X,EmmaWatson,
2015-07-02 23:22:47+00:00,Special thanks to the brilliant team at @UN_Women and to @liviafirth who accepted the award on my behalf. #heforshe #ethicalawards,EmmaWatson,
2015-07-02 23:22:23+00:00,Thank you @ObserverEthical for awarding me Campaigner of the Year! Honoured! I want to share this w every @HeForShe out there #ethicalawards,EmmaWatson,
2015-07-02 17:31:44+00:00,https://t.co/CTWIALcm9S I've donated x,EmmaWatson,
2015-07-02 17:31:10+00:00,http://t.co/WmE4hMiNYo love this story.,EmmaWatson,
2015-06-28 11:16:36+00:00,Hear us Roar  : http://t.co/TLc46WiIUg ?á¨?áß Yes England!!!!!!!!!!!!! #semifinals #Lionesses ?ΩÔ∏è?êæ #love http://t.co/eL9tBWQ0eN,EmmaWatson,
2015-06-26 21:31:05+00:00,http://t.co/NumgCTI0s9,EmmaWatson,
2015-06-19 09:42:45+00:00,People are risking their lives to cross the Med - why? Pls read this account by @douglasbooth http://t.co/Q9svZ3YXle http://t.co/VH82JdKtPw,EmmaWatson,
2015-06-18 22:21:03+00:00,@UniofOxford @stonybrooku @sciencespo @Georgetown and University of Sao Paulo !!!! Thank you!! @HeforShe,EmmaWatson,
2015-06-18 22:15:30+00:00,"@VodafoneGroup has promised to educate refugee girls, providing online education to 3 million young refugees by 2020.",EmmaWatson,
2015-06-18 22:13:26+00:00,@SchneiderElec Jean Pascal Tricoire aims for salary equity to expand to reach 85% of global employees by 2017.,EmmaWatson,
2015-06-18 22:09:02+00:00,"@McKinsey - Today, 30% of new hires are women??Dominic Barton wants women to make up 50% of undergraduate recruits by 2020.",EmmaWatson,
2015-06-18 22:07:46+00:00,@Barclays aims to increase representation of women in senior leadership positions to 26% by 2018 + exceed 30% for women on boards by 2020,EmmaWatson,
2015-06-18 22:05:21+00:00,Great to see such a massive tec company supporting @HeforShe ! Thank you for everything @twitter ! x http://t.co/SvyulGTbvd,EmmaWatson,
2015-06-18 22:02:42+00:00,!!!!!!!!!!!!!!!!! These 8 World Leaders Are Taking Major Steps Towards Gender Equality http://t.co/rKsLSf3BBE via @TIME,EmmaWatson,
2015-06-18 22:01:38+00:00,How can I express enough gratitude to all the people working so hard to move this forward?! You are all wonderful. http://t.co/6BzIfJdVss,EmmaWatson,
2015-06-18 22:01:30+00:00,speechless tonight,EmmaWatson,
2015-06-17 09:10:33+00:00,@Dennis_Nally Thank you for all your support. Brilliant to have you on board - great Q and A x,EmmaWatson,
2015-06-17 09:07:44+00:00,'Women and girls also represent two-thirds of the world?ôs illiterate population.' @Dennis_Nally @HeforShe @UN_Women,EmmaWatson,
2015-06-17 09:06:59+00:00,'Women account for 60% of college graduates but only 3% of leaders worldwide.' @Dennis_Nally @HeforShe @UN_Women,EmmaWatson,
2015-06-07 20:04:20+00:00,Feeling some serious love for @MarkRuffalo and @andy_murray tonight x #HeForShe,EmmaWatson,
2015-06-01 12:06:54+00:00,'This realisation comes as a result of increased confrontation with the devastating impact of gender inequality.' Gunnar Bragi Sveinsson,EmmaWatson,
2015-06-01 12:06:14+00:00,'I believe that men in Iceland are increasingly recognizing that gender equality is a global human rights issue..',EmmaWatson,
2015-06-01 12:00:28+00:00,Iceland is the most mobilized #HeForShe nation around the world with 1/20 men signed up- http://t.co/FtOaAfGx9T,EmmaWatson,
2015-05-28 16:03:56+00:00,@Evy_Lynch stupid proud of you. X http://t.co/yUYuwiEVdT,EmmaWatson,
2015-05-28 15:39:52+00:00,Harry Potter fans and human beings alike - this is essential reading: https://t.co/twrmdu9NEX @Evy_Lynch,EmmaWatson,
2015-05-28 15:33:12+00:00,@joshgad ?§Ô∏è,EmmaWatson,
2015-05-19 22:23:04+00:00,O hey USA! heard about Red Nose Day ? http://t.co/gYFGIwLbVK,EmmaWatson,
2015-04-25 21:13:13+00:00,Today is UNiTE #OrangeDay! Calling on all #HeForShe to wear orange to say NO to violence against women &amp; girls http://t.co/uDWI3MbUIS x,EmmaWatson,
2015-04-15 21:52:49+00:00,Thank you for the Birthday Love ?§Ô∏èxxxx,EmmaWatson,
2015-04-15 19:39:11+00:00,@e_nyamayaro Thank You E ?§Ô∏è,EmmaWatson,
2015-04-11 09:09:22+00:00,@IanMcKellen there couldn't be a better person for Cogsworth. Welcome! X http://t.co/Nn8w6MwKyr,EmmaWatson,
2015-04-11 09:00:00+00:00,http://t.co/86ltkvAmyH @ktparkerphoto,EmmaWatson,
2015-04-11 08:59:29+00:00,@ktparkerphoto I love your work! I would have killed to be photographed by you when I first started working. X http://t.co/2nmuFRrCdH,EmmaWatson,
2015-04-02 20:09:27+00:00,@willsagitta these are amazing !!!!!!!,EmmaWatson,
2015-04-02 20:05:41+00:00,"@fluffys0cks Dear Tom, you are good enough and Elisa believes in you. X",EmmaWatson,
2015-04-01 12:47:53+00:00,Heard about Joni and haven't been able to concentrate all morning. So hope she's doing ok x,EmmaWatson,
2015-03-20 17:29:07+00:00,So amazing to have you on board @NATO #HeForShe,EmmaWatson,
2015-03-20 11:18:05+00:00,http://t.co/WNiRd8HEF3 - no big deal #HeForShe,EmmaWatson,
2015-03-13 14:03:38+00:00,Don't miss @rednoseday tonight on @BBCOne from 7pm... You might see a familiar face... #RND15,EmmaWatson,
2015-03-09 23:27:28+00:00,I meant to tweet this to you yesterday. I hope everyone had a GREAT International Women's Day. I did because of you.x http://t.co/XbKFAZPxWt,EmmaWatson,
2015-03-09 23:20:35+00:00,Thank you so much for yesterday @gregjames . There is no way you aren't cool. #HeForShe #IWD2015 #Facebook,EmmaWatson,
2015-03-06 18:48:58+00:00,He looks very serious here but is hilarious in #Bluestone42. Watch @Mattdavelewis on @BBCthree Monday@10pm. So Good!! http://t.co/u6y1mkCyxm,EmmaWatson,
2015-03-05 10:31:01+00:00,Bonjour Gaston! ?§Ô∏è Welcome!  #BeautyAndTheBeast http://t.co/oerhe1ilGs,EmmaWatson,
2015-03-05 10:11:43+00:00,Could not be more happy that this man will be Beast!!! Welcome aboard @thatdanstevens #beautyandthebeast http://t.co/F1ghG3pvcU,EmmaWatson,
2015-02-23 05:17:10+00:00,So thrilled for Eddie!!!!!! #Oscars2015  #TheoryofEverything,EmmaWatson,
2015-02-23 04:21:56+00:00,Yes #PatriciaArquette . Yes. ??Love you. http://t.co/2CQk7uIeBt http://t.co/SOTZ6VKw1A,EmmaWatson,
2015-02-22 19:43:57+00:00,@JakeMcDorman #HeforShe @MONIQUEPEAN #OscarsCufflinks http://t.co/WXk8oGurqq,EmmaWatson,
2015-02-22 19:27:26+00:00,@SteveCarell #HeForShe @MONIQUEPEAN #OscarsCufflinks http://t.co/W5TcnteQwK,EmmaWatson,
2015-02-22 18:43:13+00:00,GO TURKISH MEN!!! ?ëç http://t.co/m9ohs9lF4h #ozgecanicinminietekgiy,EmmaWatson,
2015-02-22 18:24:51+00:00,also..... marrying a Prince not a prerequisite for being a Princess.  https://t.co/vjodTAgEcC - Courtesy of Alfonso Cuaron.,EmmaWatson,
2015-02-22 13:15:50+00:00,WORLD ??Remember that little talk we had about not believing everything written in the media?!,EmmaWatson,
2015-02-15 11:43:41+00:00,@tresmagnifiquex I'm on it x,EmmaWatson,
2015-02-08 18:42:09+00:00,@mdemanatee agree,EmmaWatson,
2015-02-08 18:14:41+00:00,I had to tell you about this book. If you've already read it tell me what your favourite bits were. #MarinaKeegan http://t.co/ce5gcV0tug,EmmaWatson,
2015-01-28 09:29:35+00:00,Anne Frank: 10 beautiful quotes from The Diary of a Young Girl http://t.co/hgJzyNVxQv,EmmaWatson,
2015-01-27 20:46:56+00:00,"?éº""Little town, it's a quiet village""... tum tee tum tum tum... ?é∂ #Belle #Disney thank you for all your kind words! #ahh!!!",EmmaWatson,
2015-01-27 19:40:03+00:00,Thank you @ElizabethBanks ! I think you're a total boss! Xx,EmmaWatson,
2015-01-23 11:53:07+00:00,@duuhhnese Yes! Tell them how it is for you,EmmaWatson,
2015-01-23 11:50:55+00:00,@ohgryffindor I don't know its confusing isn't it!,EmmaWatson,
2015-01-23 11:49:55+00:00,@grygiel  I don't believe in a binary I believe that we all exist on a spectrum and all deserve equality.I hope people do feel included.,EmmaWatson,
2015-01-23 11:47:20+00:00,@lumosdelena don't give up,EmmaWatson,
2015-01-23 11:47:00+00:00,"@claudia_may_c no, I am amazed.",EmmaWatson,
2015-01-23 11:46:35+00:00,@Homegwarts become aware of it,EmmaWatson,
2015-01-23 11:44:59+00:00,@girleffect @UN_Women Hopefully there will be more opportunities for these young women to pull themselves out of poverty.,EmmaWatson,
2015-01-23 11:43:10+00:00,@TheWyfeOfBathe Why not have both?,EmmaWatson,
2015-01-23 11:32:18+00:00,@zzelectric @hairoutine Spreading awareness that it exists.,EmmaWatson,
2015-01-23 11:29:02+00:00,@lordvoldemot @HeforShe Become an engineer.,EmmaWatson,
2015-01-23 11:27:52+00:00,@LGR1409 @HeforShe think about where in your life you can have an impact and tell us about your progress/story at http://t.co/GPsGY3TxsS,EmmaWatson,
2015-01-23 11:23:49+00:00,@Javiboywonder @UN_Women @HeforShe @e_nyamayaro @phumzileunwomen Yes! We want the movement to belong to you!,EmmaWatson,
2015-01-23 11:23:05+00:00,@archangel_grl @UN_Women @HeforShe Conviction.,EmmaWatson,
2015-01-23 11:19:29+00:00,"@cmclymer @HeforShe  It really depends on peoples unique circumstances, but really its just about men reaching out to and including women.",EmmaWatson,
2015-01-23 11:11:59+00:00,@Rohansewani07 @UN_Women @HeforShe @e_nyamayaro @phumzileunwomen It wants to spread it everywhere,EmmaWatson,
2015-01-23 11:10:53+00:00,"@lore_manon @UN_Women @HeforShe @e_nyamayaro @phumzileunwomen education, awareness, perseverance",EmmaWatson,
2015-01-23 11:09:54+00:00,@Triz84 be both!!!,EmmaWatson,
2015-01-23 11:06:38+00:00,@kevlownds @UN_Women @HeforShe keep your eyes and ears open and speak up.,EmmaWatson,
2015-01-23 11:04:46+00:00,@xXsanahXx @UN_Women @HeforShe @e_nyamayaro @phumzileunwomen thank you !!!!,EmmaWatson,
2015-01-23 11:04:03+00:00,@ZacharyBorthwic @UN_Women @HeforShe @e_nyamayaro @phumzileunwomen Impossibile to choose one,EmmaWatson,
2015-01-23 11:03:42+00:00,@Sharon_Houchins @UN_Women @HeforShe @e_nyamayaro @phumzileunwomen We are actually wanting people to reach out to us.,EmmaWatson,
2015-01-23 11:02:17+00:00,"@CharleyRodd @HeforShe It will specific and tailored to each and every country, institution and business.",EmmaWatson,
2015-01-23 11:01:18+00:00,@DelenasReality @UN_Women @HeforShe @e_nyamayaro @phumzileunwomen Grateful. Inspired to keep going!,EmmaWatson,
2015-01-23 11:00:26+00:00,@AcostaMatiasOk @UN_Women @HeforShe @e_nyamayaro @phumzileunwomen I believe it's whats right.,EmmaWatson,
2015-01-23 10:58:37+00:00,"@npaisley8 concerete commitments to gender equality from at least 10 governments,10 businesses and 10 universities.",EmmaWatson,
